periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Estimated Number of Pregnant Women,Population 10-14 Year-Old Girls,Women of childbearing age (15–49yrs),uid_code,uid_year,,,,
2023,2023,2023,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,33219,221,162140,202301_XWALbfAPa6n,2023_XWALbfAPa6n,,,,
2023,2023,2023,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,19591,49072,157394,202301_sANMZ3lpqGs,2023_sANMZ3lpqGs,,,,
2023,2023,2023,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,76476,108640,633595,202301_ob6SxuRcqU4,2023_ob6SxuRcqU4,,,,
2023,2023,2023,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,69122,165784,505557,202301_BjC1xL40gHo,2023_BjC1xL40gHo,,,,
2023,2023,2023,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,169848,53759,1611579,202301_jkG3zaihdSs,2023_jkG3zaihdSs,,,,
2023,2023,2023,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,43954,350,255001,202301_kqJ83J2D72s,2023_kqJ83J2D72s,,,,
2023,2023,2023,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,25893,8755,179508,202301_CeLsrJOH0g9,2023_CeLsrJOH0g9,,,,
2023,2023,2023,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,26779,38976,273389,202301_ahwTMNAJvrL,2023_ahwTMNAJvrL,,,,
2023,2023,2023,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,53013,75626,303230,202301_fVra3Pwta0Q,2023_fVra3Pwta0Q,,,,
2024,2024,2024,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,37621,79884,224035,202401_R6f9znhg37c,2024_R6f9znhg37c,,,,
2024,2024,2024,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,45521,100375,316159,202401_nK0A12Q7MvS,2024_nK0A12Q7MvS,,,,
2024,2024,2024,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,20187,50912,162188,202401_sANMZ3lpqGs,2024_sANMZ3lpqGs,,,,
2024,2024,2024,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,25859,57811,177596,202401_vvOK1BxTbet,2024_vvOK1BxTbet,,,,
2024,2024,2024,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,34670,58555,164877,202401_XWALbfAPa6n,2024_XWALbfAPa6n,,,,
2024,2024,2024,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,40447,41837.26,247500,202401_N7YETT3A9r1,2024_N7YETT3A9r1,,,,
2024,2024,2024,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,42775,85281,368366,202401_pZqQRRW7PHP,2024_pZqQRRW7PHP,,,,
2024,2024,2024,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7402,20489,67678,202401_bzOfj0iwfDH,2024_bzOfj0iwfDH,,,,
2024,2024,2024,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,12969,26870,113568,202401_T4urHM47nlm,2024_T4urHM47nlm,,,,
2024,2024,2024,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,10504,22480,94190,202401_QyGNX2DpR4h,2024_QyGNX2DpR4h,,,,
2024,2024,2024,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,31224,63115,251118,202401_HMNARUV2CW4,2024_HMNARUV2CW4,,,,
2024,2024,2024,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,46466,95667,339854,202401_tAbBVBbueqD,2024_tAbBVBbueqD,,,,
2024,2024,2024,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,31147,73086,264675,202401_ihZsJ8alvtb,2024_ihZsJ8alvtb,,,,
2024,2024,2024,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,35578,72180,276897,202401_mThvosEflAU,2024_mThvosEflAU,,,,
2024,2024,2024,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,19135,37544,145327,202401_xuFdFy6t9AH,2024_xuFdFy6t9AH,,,,
2024,2024,2024,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,71849,130241,839667,202401_qKzosKQPl6G,2024_qKzosKQPl6G,,,,
2024,2024,2024,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,43653,112586,343128,202401_sPkRcDvhGWA,2024_sPkRcDvhGWA,,,,
2024,2024,2024,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,37526,97849,322647,202401_j8o6iO4Njsi,2024_j8o6iO4Njsi,,,,
2024,2024,2024,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,37274,92386,417223,202401_yhCUgGcCcOo,2024_yhCUgGcCcOo,,,,
2024,2024,2024,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,46476,58715,309841,202401_uyOrcHZBpW0,2024_uyOrcHZBpW0,,,,
2024,2024,2024,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,17847,39361,117859,202401_Eey8fT4Im3y,2024_Eey8fT4Im3y,,,,
2024,2024,2024,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,51030,110603,450391,202401_Y52XNJ50hYb,2024_Y52XNJ50hYb,,,,
2024,2024,2024,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,19310,41501,212693,202401_ptWVfaCIdVx,2024_ptWVfaCIdVx,,,,
2024,2024,2024,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,78462,126209,650162,202401_ob6SxuRcqU4,2024_ob6SxuRcqU4,,,,
2024,2024,2024,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,13436,27719,88478,202401_JsH2bnvNt2d,2024_JsH2bnvNt2d,,,,
2024,2024,2024,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,55062,107658,319601,202401_fVra3Pwta0Q,2024_fVra3Pwta0Q,,,,
2024,2024,2024,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,5480,10423,38721,202401_NjWSbQTwys4,2024_NjWSbQTwys4,,,,
2024,2024,2024,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,18246,45165,178030,202401_mYZacFNIB3h,2024_mYZacFNIB3h,,,,
2024,2024,2024,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,43837,51014,410651,202401_wsBsC6gjHvn,2024_wsBsC6gjHvn,,,,
2024,2024,2024,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,35308,86720,237857,202401_u4t9H8XyU9P,2024_u4t9H8XyU9P,,,,
2024,2024,2024,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,52159,106912,305667,202401_kqJ83J2D72s,2024_kqJ83J2D72s,,,,
2024,2024,2024,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,68382,157434,454863,202401_KGHhQ5GLd4k,2024_KGHhQ5GLd4k,,,,
2024,2024,2024,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,17131,37689,175593,202401_PFu8alU2KWG,2024_PFu8alU2KWG,,,,
2024,2024,2024,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,14825,33847,180420,202401_Ulj33KBau7V,2024_Ulj33KBau7V,,,,
2024,2024,2024,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,61097,99049,424996,202401_nrI2khZx3d0,2024_nrI2khZx3d0,,,,
2024,2024,2024,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,13954,28051,77046,202401_o36zCRjSd4G,2024_o36zCRjSd4G,,,,
2024,2024,2024,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,28489,67361,184023,202401_CeLsrJOH0g9,2024_CeLsrJOH0g9,,,,
2024,2024,2024,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,47418,81784,254154,202401_kphDeKClFch,2024_kphDeKClFch,,,,
2024,2024,2024,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,23961,27048,176925,202401_uepLTG8wGWJ,2024_uepLTG8wGWJ,,,,
2024,2024,2024,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,28309,70771,252625,202401_t0J75eHKxz5,2024_t0J75eHKxz5,,,,
2024,2024,2024,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,32280,81035,252295,202401_Tvf1zgVZ0K4,2024_Tvf1zgVZ0K4,,,,
2024,2024,2024,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,18939,38737,126811,202401_MqnLxQBigG0,2024_MqnLxQBigG0,,,,
2024,2024,2024,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,26248,59388,253333,202401_BoDytkJQ4Qi,2024_BoDytkJQ4Qi,,,,
2024,2024,2024,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,43539,77142,354857,202401_Hsk1YV8kHkT,2024_Hsk1YV8kHkT,,,,
2024,2024,2024,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,71817,172301,523862,202401_BjC1xL40gHo,2024_BjC1xL40gHo,,,,
2024,2024,2024,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,25812,53629,280830,202401_ahwTMNAJvrL,2024_ahwTMNAJvrL,,,,
2024,2024,2024,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,175438,227708,1664602,202401_jkG3zaihdSs,2024_jkG3zaihdSs,,,,
